,sub_region_1,Date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
8712,Punjab,2020-04-25,-82.04347826086956,-37.26086956521739,-78.5909090909091,-69.56521739130434,-52.0,23.130434782608695
8713,Punjab,2020-04-26,-81.69565217391305,-37.30434782608695,-80.69565217391305,-68.73913043478261,-30.73913043478261,18.695652173913043
8714,Punjab,2020-04-27,-80.43478260869566,-32.08695652173913,-74.7,-68.21739130434783,-52.43478260869565,21.82608695652174
8715,Punjab,2020-04-28,-80.34782608695652,-32.47826086956522,-75.0,-67.17391304347827,-54.47826086956522,21.434782608695652
8716,Punjab,2020-04-29,-80.95652173913044,-34.82608695652174,-75.2,-67.52173913043478,-53.17391304347826,22.52173913043478
8717,Punjab,2020-04-30,-81.52173913043478,-35.608695652173914,-75.76190476190476,-68.95652173913044,-53.30434782608695,22.82608695652174
8718,Punjab,2020-05-01,-81.47826086956522,-35.34782608695652,-76.04761904761905,-68.56521739130434,-52.391304347826086,23.434782608695652
8719,Punjab,2020-05-02,-80.95652173913044,-32.69565217391305,-76.38095238095238,-66.91304347826087,-45.47826086956522,21.73913043478261
8720,Punjab,2020-05-03,-82.17391304347827,-38.43478260869565,-78.9090909090909,-68.56521739130434,-29.043478260869566,18.217391304347824
8721,Punjab,2020-05-04,-78.17391304347827,-24.217391304347824,-72.52380952380952,-64.04347826086956,-46.869565217391305,19.347826086956523
8722,Punjab,2020-05-05,-77.21739130434783,-21.73913043478261,-73.04761904761905,-62.04347826086956,-48.43478260869565,19.347826086956523
8723,Punjab,2020-05-06,-77.43478260869566,-22.869565217391305,-73.1,-62.08695652173913,-46.08695652173913,20.652173913043477
8724,Punjab,2020-05-07,-75.34782608695652,-18.17391304347826,-73.0,-61.04347826086956,-44.65217391304348,20.26086956521739
8725,Punjab,2020-05-08,-74.73913043478261,-14.217391304347826,-72.42857142857143,-60.21739130434783,-41.34782608695652,19.869565217391305
8726,Punjab,2020-05-09,-75.43478260869566,-17.08695652173913,-73.71428571428571,-60.21739130434783,-39.65217391304348,19.391304347826086
8727,Punjab,2020-05-10,-78.52173913043478,-30.043478260869566,-76.77272727272727,-65.21739130434783,-24.565217391304348,16.26086956521739
8728,Punjab,2020-05-11,-70.52173913043478,-2.3043478260869565,-70.0,-54.608695652173914,-37.26086956521739,16.26086956521739
8729,Punjab,2020-05-12,-71.08695652173913,-4.478260869565218,-70.95238095238095,-54.30434782608695,-40.130434782608695,16.304347826086957
8730,Punjab,2020-05-13,-71.8695652173913,-9.478260869565217,-71.66666666666667,-54.69565217391305,-38.130434782608695,16.956521739130434
8731,Punjab,2020-05-14,-71.30434782608695,-10.652173913043478,-73.04545454545455,-56.17391304347826,-37.82608695652174,17.47826086956522
8732,Punjab,2020-05-15,-67.1304347826087,1.9565217391304348,-71.63636363636364,-51.608695652173914,-33.608695652173914,16.217391304347824
8733,Punjab,2020-05-16,-68.26086956521739,-1.434782608695652,-73.4090909090909,-52.391304347826086,-29.347826086956523,15.695652173913043
8734,Punjab,2020-05-17,-73.6086956521739,-18.304347826086957,-76.18181818181819,-59.56521739130435,-18.0,14.434782608695652
8735,Punjab,2020-05-18,-61.130434782608695,16.217391304347824,-68.28571428571429,-45.65217391304348,-28.52173913043478,12.565217391304348
8736,Punjab,2020-05-19,-61.391304347826086,14.608695652173912,-70.36363636363636,-45.34782608695652,-31.347826086956523,12.217391304347826
8737,Punjab,2020-05-20,-61.82608695652174,8.347826086956522,-71.08695652173913,-45.78260869565217,-29.565217391304348,13.73913043478261
8738,Punjab,2020-05-21,-62.130434782608695,7.869565217391305,-71.31818181818181,-48.08695652173913,-29.52173913043478,13.782608695652174
8739,Punjab,2020-05-22,-62.0,8.478260869565217,-72.04347826086956,-47.65217391304348,-27.652173913043477,14.0
8740,Punjab,2020-05-23,-61.95652173913044,8.347826086956522,-72.72727272727273,-47.43478260869565,-26.217391304347824,13.391304347826088
8741,Punjab,2020-05-24,-69.73913043478261,-13.08695652173913,-75.47826086956522,-56.43478260869565,-16.869565217391305,12.652173913043478
8742,Punjab,2020-05-25,-57.43478260869565,19.130434782608695,-69.52173913043478,-44.869565217391305,-34.04347826086956,12.565217391304348
8743,Punjab,2020-05-26,-59.69565217391305,14.08695652173913,-70.4090909090909,-45.43478260869565,-31.91304347826087,11.956521739130435
8744,Punjab,2020-05-27,-59.608695652173914,12.652173913043478,-71.0,-43.56521739130435,-26.391304347826086,12.08695652173913
8745,Punjab,2020-05-28,-60.08695652173913,9.695652173913043,-72.0,-45.91304347826087,-26.695652173913043,12.869565217391305
8746,Punjab,2020-05-29,-58.43478260869565,15.608695652173912,-71.47826086956522,-44.26086956521739,-24.47826086956522,12.434782608695652
8747,Punjab,2020-05-30,-58.78260869565217,13.956521739130435,-72.13636363636364,-43.56521739130435,-18.347826086956523,11.869565217391305
8748,Punjab,2020-05-31,-67.65217391304348,-9.956521739130435,-75.1304347826087,-54.869565217391305,-13.08695652173913,11.73913043478261
8749,Punjab,2020-06-01,-52.608695652173914,28.565217391304348,-68.91304347826087,-37.95652173913044,-20.52173913043478,9.217391304347826
8750,Punjab,2020-06-02,-55.30434782608695,22.347826086956523,-69.45454545454545,-40.17391304347826,-24.695652173913043,9.304347826086957
8751,Punjab,2020-06-03,-56.21739130434783,17.26086956521739,-70.69565217391305,-40.52173913043478,-23.304347826086957,10.608695652173912
8752,Punjab,2020-06-04,-56.69565217391305,14.217391304347826,-70.78260869565217,-42.56521739130435,-23.26086956521739,10.869565217391305
8753,Punjab,2020-06-05,-54.17391304347826,17.130434782608695,-69.30434782608695,-42.0,-24.391304347826086,11.347826086956522
8754,Punjab,2020-06-06,-55.30434782608695,12.391304347826088,-70.6086956521739,-42.34782608695652,-18.434782608695652,11.0
8755,Punjab,2020-06-07,-63.34782608695652,-5.391304347826087,-73.69565217391305,-51.78260869565217,-12.652173913043478,10.130434782608695
8756,Punjab,2020-06-08,-48.608695652173914,28.52173913043478,-67.34782608695652,-36.52173913043478,-18.82608695652174,7.6521739130434785
8757,Punjab,2020-06-09,-51.608695652173914,21.0,-68.47826086956522,-38.391304347826086,-23.217391304347824,8.304347826086957
8758,Punjab,2020-06-10,-51.95652173913044,17.608695652173914,-68.22727272727273,-39.391304347826086,-22.08695652173913,9.304347826086957
8759,Punjab,2020-06-11,-51.73913043478261,17.043478260869566,-68.63636363636364,-41.43478260869565,-22.82608695652174,10.08695652173913
8760,Punjab,2020-06-12,-46.869565217391305,32.43478260869565,-67.04545454545455,-35.78260869565217,-21.26086956521739,8.434782608695652
8761,Punjab,2020-06-13,-68.43478260869566,-18.391304347826086,-73.0909090909091,-60.52173913043478,-29.17391304347826,16.043478260869566
8762,Punjab,2020-06-14,-77.43478260869566,-37.30434782608695,-76.95652173913044,-68.3913043478261,-25.17391304347826,16.434782608695652
8763,Punjab,2020-06-15,-45.73913043478261,33.65217391304348,-65.22727272727273,-35.73913043478261,-19.73913043478261,7.130434782608695
8764,Punjab,2020-06-16,-49.08695652173913,25.434782608695652,-66.5,-39.0,-24.0,7.565217391304348
8765,Punjab,2020-06-17,-50.91304347826087,17.956521739130434,-68.56521739130434,-40.130434782608695,-23.26086956521739,9.347826086956522
8766,Punjab,2020-06-18,-51.82608695652174,12.956521739130435,-66.9090909090909,-43.82608695652174,-23.434782608695652,9.956521739130435
8767,Punjab,2020-06-19,-50.52173913043478,16.956521739130434,-66.45454545454545,-42.04347826086956,-22.08695652173913,9.826086956521738
8768,Punjab,2020-06-20,-60.0,-2.4782608695652173,-69.63636363636364,-52.78260869565217,-21.304347826086957,12.26086956521739
8769,Punjab,2020-06-21,-75.08695652173913,-34.52173913043478,-74.18181818181819,-67.21739130434783,-26.217391304347824,15.91304347826087
8770,Punjab,2020-06-22,-43.26086956521739,32.95652173913044,-63.36363636363637,-35.69565217391305,-20.565217391304348,7.173913043478261
8771,Punjab,2020-06-23,-47.43478260869565,25.217391304347824,-65.5,-38.869565217391305,-25.08695652173913,8.0
8772,Punjab,2020-06-24,-48.47826086956522,18.17391304347826,-66.0909090909091,-39.65217391304348,-23.0,8.826086956521738
8773,Punjab,2020-06-25,-49.391304347826086,14.565217391304348,-66.72727272727273,-43.0,-24.043478260869566,9.652173913043478
8774,Punjab,2020-06-26,-48.608695652173914,19.217391304347824,-66.91304347826087,-40.65217391304348,-22.782608695652176,9.08695652173913
8775,Punjab,2020-06-27,-56.869565217391305,2.391304347826087,-69.22727272727273,-50.82608695652174,-24.391304347826086,11.565217391304348
8776,Punjab,2020-06-28,-73.56521739130434,-32.91304347826087,-74.8695652173913,-66.17391304347827,-27.17391304347826,14.173913043478262
8777,Punjab,2020-06-29,-42.43478260869565,31.782608695652176,-65.0,-35.78260869565217,-21.217391304347824,6.304347826086956
8778,Punjab,2020-06-30,-45.21739130434783,22.91304347826087,-63.47826086956522,-38.78260869565217,-24.82608695652174,7.608695652173913
8779,Punjab,2020-07-01,-46.34782608695652,17.52173913043478,-65.17391304347827,-39.95652173913044,-22.652173913043477,8.565217391304348
8780,Punjab,2020-07-02,-46.30434782608695,18.043478260869566,-65.43478260869566,-40.78260869565217,-22.91304347826087,9.434782608695652
8781,Punjab,2020-07-03,-45.78260869565217,20.73913043478261,-65.3913043478261,-39.78260869565217,-21.26086956521739,9.521739130434783
8782,Punjab,2020-07-04,-48.26086956521739,15.565217391304348,-66.34782608695652,-43.30434782608695,-17.956521739130434,9.347826086956522
8783,Punjab,2020-07-05,-67.34782608695652,-24.652173913043477,-71.52173913043478,-61.52173913043478,-24.0,11.608695652173912
8784,Punjab,2020-07-06,-38.0,37.0,-61.78260869565217,-32.26086956521739,-19.304347826086957,5.913043478260869
8785,Punjab,2020-07-07,-42.130434782608695,28.391304347826086,-63.30434782608695,-35.91304347826087,-23.956521739130434,6.913043478260869
8786,Punjab,2020-07-08,-46.91304347826087,14.695652173913043,-66.0,-40.47826086956522,-24.26086956521739,9.695652173913043
8787,Punjab,2020-07-09,-45.65217391304348,18.695652173913043,-65.1304347826087,-39.47826086956522,-22.47826086956522,8.91304347826087
8788,Punjab,2020-07-10,-45.73913043478261,18.26086956521739,-65.08695652173913,-39.65217391304348,-21.304347826086957,8.956521739130435
8789,Punjab,2020-07-11,-48.17391304347826,13.521739130434783,-66.26086956521739,-42.91304347826087,-21.782608695652176,9.869565217391305
8790,Punjab,2020-07-12,-68.91304347826087,-29.08695652173913,-72.78260869565217,-62.91304347826087,-26.0,12.73913043478261
8791,Punjab,2020-07-13,-39.34782608695652,33.56521739130435,-61.43478260869565,-33.78260869565217,-19.956521739130434,5.869565217391305
8792,Punjab,2020-07-14,-44.17391304347826,21.52173913043478,-63.95652173913044,-37.130434782608695,-24.695652173913043,6.782608695652174
8793,Punjab,2020-07-15,-42.91304347826087,17.304347826086957,-63.52173913043478,-34.08695652173913,-22.565217391304348,8.130434782608695
8794,Punjab,2020-07-16,-43.95652173913044,14.347826086956522,-63.43478260869565,-36.0,-22.52173913043478,8.695652173913043
8795,Punjab,2020-07-17,-43.82608695652174,16.347826086956523,-63.391304347826086,-36.0,-21.08695652173913,9.304347826086957
8796,Punjab,2020-07-18,-45.08695652173913,14.478260869565217,-64.78260869565217,-37.69565217391305,-17.130434782608695,9.173913043478262
8797,Punjab,2020-07-19,-66.69565217391305,-28.0,-70.3913043478261,-59.26086956521739,-25.565217391304348,12.73913043478261
8798,Punjab,2020-07-20,-40.04347826086956,24.217391304347824,-61.52173913043478,-33.08695652173913,-21.304347826086957,7.608695652173913
8799,Punjab,2020-07-21,-43.43478260869565,15.826086956521738,-63.30434782608695,-37.17391304347826,-26.26086956521739,8.91304347826087
8800,Punjab,2020-07-22,-41.52173913043478,19.782608695652176,-63.82608695652174,-31.869565217391305,-22.26086956521739,8.869565217391305
8801,Punjab,2020-07-23,-42.21739130434783,18.608695652173914,-63.17391304347826,-33.95652173913044,-22.47826086956522,8.91304347826087
8802,Punjab,2020-07-24,-42.82608695652174,18.82608695652174,-61.869565217391305,-32.69565217391305,-20.73913043478261,9.0
8803,Punjab,2020-07-25,-43.56521739130435,17.0,-62.78260869565217,-34.56521739130435,-21.08695652173913,9.608695652173912
8804,Punjab,2020-07-26,-65.0,-25.608695652173914,-68.95652173913044,-56.47826086956522,-26.0,12.173913043478262
8805,Punjab,2020-07-27,-37.95652173913044,30.17391304347826,-58.73913043478261,-27.347826086956523,-20.347826086956523,7.173913043478261
8806,Punjab,2020-07-28,-41.21739130434783,22.17391304347826,-60.869565217391305,-30.73913043478261,-24.217391304347824,7.913043478260869
8807,Punjab,2020-07-29,-42.869565217391305,15.826086956521738,-62.08695652173913,-32.04347826086956,-23.347826086956523,8.652173913043478
8808,Punjab,2020-07-30,-41.26086956521739,16.52173913043478,-58.73913043478261,-34.04347826086956,-23.869565217391305,9.521739130434783
8809,Punjab,2020-07-31,-38.34782608695652,22.52173913043478,-57.65217391304348,-30.347826086956523,-22.217391304347824,8.826086956521738
8810,Punjab,2020-08-01,-36.73913043478261,25.82608695652174,-58.34782608695652,-29.304347826086957,-24.217391304347824,8.782608695652174
8811,Punjab,2020-08-02,-44.608695652173914,11.347826086956522,-60.869565217391305,-38.04347826086956,-15.608695652173912,7.260869565217392
8812,Punjab,2020-08-03,-35.608695652173914,25.82608695652174,-52.869565217391305,-27.217391304347824,-33.73913043478261,4.869565217391305
8813,Punjab,2020-08-04,-38.69565217391305,21.565217391304348,-57.21739130434783,-29.391304347826086,-25.347826086956523,5.826086956521739
8814,Punjab,2020-08-05,-37.78260869565217,4.0,-60.91304347826087,-34.0,-22.217391304347824,7.608695652173913
8815,Punjab,2020-08-06,-38.0,4.478260869565218,-61.52173913043478,-35.391304347826086,-22.043478260869566,8.26086956521739
8816,Punjab,2020-08-07,-37.391304347826086,5.782608695652174,-59.391304347826086,-33.91304347826087,-19.608695652173914,7.173913043478261
8817,Punjab,2020-08-08,-38.608695652173914,4.608695652173913,-61.21739130434783,-36.08695652173913,-18.869565217391305,8.08695652173913
8818,Punjab,2020-08-09,-59.56521739130435,-30.217391304347824,-67.52173913043478,-54.130434782608695,-20.695652173913043,9.73913043478261
8819,Punjab,2020-08-10,-29.956521739130434,20.217391304347824,-55.47826086956522,-27.652173913043477,-17.82608695652174,5.3478260869565215
8820,Punjab,2020-08-11,-33.73913043478261,12.73913043478261,-57.869565217391305,-31.304347826086957,-22.91304347826087,5.869565217391305
8821,Punjab,2020-08-12,-36.73913043478261,3.782608695652174,-59.26086956521739,-36.130434782608695,-30.956521739130434,9.652173913043478
8822,Punjab,2020-08-13,-36.391304347826086,4.565217391304348,-59.608695652173914,-34.21739130434783,-21.26086956521739,7.434782608695652
8823,Punjab,2020-08-14,-34.869565217391305,9.391304347826088,-58.17391304347826,-32.34782608695652,-19.391304347826086,7.304347826086956
8824,Punjab,2020-08-15,-38.78260869565217,3.608695652173913,-60.47826086956522,-38.04347826086956,-29.695652173913043,10.652173913043478
8825,Punjab,2020-08-16,-58.391304347826086,-30.391304347826086,-66.47826086956522,-52.82608695652174,-21.043478260869566,9.521739130434783
8826,Punjab,2020-08-17,-31.047619047619047,9.1,-51.214285714285715,-27.0,-17.26086956521739,5.0
8827,Punjab,2020-08-18,-37.0,0.5454545454545454,-54.2,-32.08695652173913,-21.26086956521739,5.739130434782608
8828,Punjab,2020-08-19,-37.90909090909091,-1.7272727272727273,-57.23529411764706,-31.82608695652174,-21.08695652173913,7.304347826086956
8829,Punjab,2020-08-20,-42.22727272727273,-9.083333333333334,-58.64705882352941,-38.43478260869565,-23.695652173913043,9.478260869565217
8830,Punjab,2020-08-21,-39.95652173913044,-4.25,-58.5,-34.65217391304348,-21.304347826086957,9.217391304347826
8831,Punjab,2020-08-22,-68.0,-45.86666666666667,-67.05555555555556,-61.21739130434783,-40.391304347826086,16.217391304347824
8832,Punjab,2020-08-23,-69.47826086956522,-51.75,-69.10526315789474,-62.82608695652174,-26.391304347826086,13.608695652173912
8833,Punjab,2020-08-24,-33.04761904761905,6.0,-51.57142857142857,-27.043478260869566,-17.347826086956523,6.0
8834,Punjab,2020-08-25,-38.714285714285715,-0.6363636363636364,-54.4,-32.130434782608695,-23.130434782608695,7.217391304347826
8835,Punjab,2020-08-26,-41.0,-6.166666666666667,-57.8235294117647,-33.82608695652174,-20.73913043478261,8.434782608695652
8836,Punjab,2020-08-27,-41.333333333333336,-7.416666666666667,-56.64705882352941,-36.26086956521739,-21.17391304347826,8.869565217391305
8837,Punjab,2020-08-28,-39.130434782608695,-3.9166666666666665,-56.3125,-34.69565217391305,-21.17391304347826,9.0
8838,Punjab,2020-08-29,-63.91304347826087,-39.86666666666667,-63.27777777777778,-57.65217391304348,-34.391304347826086,14.0
8839,Punjab,2020-08-30,-66.08695652173913,-47.333333333333336,-65.89473684210526,-59.869565217391305,-23.91304347826087,11.826086956521738
8840,Punjab,2020-08-31,-31.095238095238095,7.9,-48.42857142857143,-26.52173913043478,-17.869565217391305,5.304347826086956
8841,Punjab,2020-09-01,-36.476190476190474,1.9090909090909092,-50.4,-30.347826086956523,-22.956521739130434,6.565217391304348
8842,Punjab,2020-09-02,-39.95454545454545,-5.0,-54.23529411764706,-33.56521739130435,-20.869565217391305,8.08695652173913
8843,Punjab,2020-09-03,-42.68181818181818,-12.416666666666666,-54.76470588235294,-39.130434782608695,-22.652173913043477,10.391304347826088
8844,Punjab,2020-09-04,-40.5,-4.5,-53.3125,-36.65217391304348,-22.17391304347826,10.608695652173912
8845,Punjab,2020-09-05,-59.82608695652174,-33.8,-60.8421052631579,-55.08695652173913,-33.91304347826087,14.217391304347826
8846,Punjab,2020-09-06,-64.0,-42.916666666666664,-61.73684210526316,-58.65217391304348,-26.17391304347826,12.478260869565217
8847,Punjab,2020-09-07,-30.05,8.0,-43.5,-26.52173913043478,-18.91304347826087,6.217391304347826
8848,Punjab,2020-09-08,-33.19047619047619,7.7272727272727275,-44.42857142857143,-29.08695652173913,-23.130434782608695,6.130434782608695
8849,Punjab,2020-09-09,-36.22727272727273,0.18181818181818182,-51.0,-32.04347826086956,-20.47826086956522,7.608695652173913
8850,Punjab,2020-09-10,-36.904761904761905,-3.6666666666666665,-50.411764705882355,-33.69565217391305,-22.652173913043477,8.0
8851,Punjab,2020-09-11,-33.04347826086956,3.4782608695652173,-52.69565217391305,-33.56521739130435,-22.0,7.913043478260869
8852,Punjab,2020-09-12,-35.391304347826086,0.6956521739130435,-54.73913043478261,-36.82608695652174,-21.130434782608695,8.304347826086957
8853,Punjab,2020-09-13,-57.869565217391305,-36.17391304347826,-61.56521739130435,-56.26086956521739,-27.695652173913043,11.217391304347826
8854,Punjab,2020-09-14,-25.52173913043478,14.565217391304348,-47.17391304347826,-27.956521739130434,-17.52173913043478,6.043478260869565
8855,Punjab,2020-09-15,-29.695652173913043,8.91304347826087,-49.130434782608695,-31.47826086956522,-22.869565217391305,7.434782608695652
8856,Punjab,2020-09-16,-31.956521739130434,2.8260869565217392,-51.91304347826087,-32.21739130434783,-20.782608695652176,9.26086956521739
8857,Punjab,2020-09-17,-29.652173913043477,-2.391304347826087,-52.52173913043478,-34.869565217391305,-22.608695652173914,10.08695652173913
8858,Punjab,2020-09-18,-29.08695652173913,2.608695652173913,-51.26086956521739,-33.130434782608695,-20.130434782608695,10.826086956521738
8859,Punjab,2020-09-19,-29.565217391304348,3.608695652173913,-52.08695652173913,-33.52173913043478,-14.26086956521739,10.130434782608695
8860,Punjab,2020-09-20,-52.47826086956522,-32.17391304347826,-59.56521739130435,-53.73913043478261,-24.130434782608695,13.26086956521739
8861,Punjab,2020-09-21,-20.73913043478261,15.695652173913043,-44.869565217391305,-26.608695652173914,-17.82608695652174,7.6521739130434785
8862,Punjab,2020-09-22,-27.434782608695652,10.173913043478262,-47.52173913043478,-29.0,-23.391304347826086,8.826086956521738
8863,Punjab,2020-09-23,-32.08695652173913,4.956521739130435,-49.34782608695652,-30.434782608695652,-21.956521739130434,11.826086956521738
8864,Punjab,2020-09-24,-31.73913043478261,5.782608695652174,-49.30434782608695,-30.782608695652176,-22.217391304347824,12.304347826086957
8865,Punjab,2020-09-25,-60.73913043478261,-38.608695652173914,-58.17391304347826,-62.30434782608695,-45.0,23.043478260869566
8866,Punjab,2020-09-26,-31.47826086956522,11.608695652173912,-48.608695652173914,-30.869565217391305,-17.08695652173913,12.652173913043478
8867,Punjab,2020-09-27,-53.30434782608695,-29.0,-54.391304347826086,-51.26086956521739,-23.391304347826086,15.478260869565217
8868,Punjab,2020-09-28,-24.565217391304348,20.652173913043477,-42.73913043478261,-25.130434782608695,-17.608695652173914,10.347826086956522
8869,Punjab,2020-09-29,-28.565217391304348,14.391304347826088,-46.869565217391305,-27.91304347826087,-23.391304347826086,10.347826086956522
8870,Punjab,2020-09-30,-31.043478260869566,8.434782608695652,-50.52173913043478,-28.652173913043477,-24.0,8.347826086956522
8871,Punjab,2020-10-01,-32.608695652173914,7.130434782608695,-51.91304347826087,-29.08695652173913,-26.782608695652176,5.217391304347826
8872,Punjab,2020-10-02,-29.391304347826086,13.695652173913043,-51.95652173913044,-34.08695652173913,-41.69565217391305,8.782608695652174
8873,Punjab,2020-10-03,-30.217391304347824,12.695652173913043,-51.869565217391305,-31.434782608695652,-21.695652173913043,5.304347826086956
8874,Punjab,2020-10-04,-39.91304347826087,-6.521739130434782,-54.0,-39.52173913043478,-20.956521739130434,5.565217391304348
8875,Punjab,2020-10-05,-21.130434782608695,23.782608695652176,-44.91304347826087,-24.73913043478261,-24.304347826086957,2.391304347826087
8876,Punjab,2020-10-06,-23.91304347826087,21.130434782608695,-47.52173913043478,-26.565217391304348,-27.869565217391305,2.782608695652174
8877,Punjab,2020-10-07,-26.26086956521739,14.695652173913043,-50.47826086956522,-28.565217391304348,-24.0,4.782608695652174
8878,Punjab,2020-10-08,-25.956521739130434,14.91304347826087,-50.08695652173913,-31.0,-22.782608695652176,7.217391304347826
8879,Punjab,2020-10-09,-25.565217391304348,17.0,-50.130434782608695,-31.565217391304348,-20.47826086956522,8.73913043478261
8880,Punjab,2020-10-10,-30.391304347826086,9.130434782608695,-52.391304347826086,-34.82608695652174,-21.304347826086957,10.478260869565217
8881,Punjab,2020-10-11,-33.869565217391305,3.0,-51.17391304347826,-36.52173913043478,-10.869565217391305,8.521739130434783
8882,Punjab,2020-10-12,-17.130434782608695,29.956521739130434,-43.869565217391305,-25.17391304347826,-18.73913043478261,6.434782608695652
8883,Punjab,2020-10-13,-20.26086956521739,25.47826086956522,-46.17391304347826,-26.782608695652176,-23.17391304347826,7.086956521739131
8884,Punjab,2020-10-14,-20.043478260869566,20.869565217391305,-47.52173913043478,-27.695652173913043,-20.26086956521739,8.043478260869565
8885,Punjab,2020-10-15,-20.52173913043478,21.82608695652174,-46.869565217391305,-27.82608695652174,-20.695652173913043,8.956521739130435
8886,Punjab,2020-10-16,-19.782608695652176,29.52173913043478,-45.56521739130435,-27.347826086956523,-23.347826086956523,10.782608695652174
8887,Punjab,2020-10-17,-25.0,22.52173913043478,-47.17391304347826,-28.869565217391305,-15.08695652173913,10.0
8888,Punjab,2020-10-18,-29.91304347826087,9.565217391304348,-47.391304347826086,-32.91304347826087,-8.391304347826088,9.478260869565217
8889,Punjab,2020-10-19,-16.043478260869566,31.73913043478261,-40.52173913043478,-23.26086956521739,-18.347826086956523,7.478260869565218
8890,Punjab,2020-10-20,-18.695652173913043,28.17391304347826,-42.21739130434783,-24.217391304347824,-22.47826086956522,7.260869565217392
8891,Punjab,2020-10-21,-20.043478260869566,21.304347826086957,-44.69565217391305,-26.652173913043477,-20.91304347826087,7.086956521739131
8892,Punjab,2020-10-22,-18.47826086956522,22.91304347826087,-44.608695652173914,-26.956521739130434,-21.956521739130434,5.130434782608695
8893,Punjab,2020-10-23,-19.869565217391305,25.956521739130434,-44.04347826086956,-27.52173913043478,-20.956521739130434,5.304347826086956
8894,Punjab,2020-10-24,-22.26086956521739,19.73913043478261,-43.91304347826087,-28.869565217391305,-19.17391304347826,5.608695652173913
8895,Punjab,2020-10-25,-23.217391304347824,17.0,-43.73913043478261,-27.956521739130434,-13.391304347826088,4.608695652173913
8896,Punjab,2020-10-26,-13.043478260869565,31.82608695652174,-39.17391304347826,-23.82608695652174,-19.73913043478261,2.6956521739130435
8897,Punjab,2020-10-27,-15.304347826086957,29.130434782608695,-41.08695652173913,-23.782608695652176,-23.434782608695652,2.9130434782608696
8898,Punjab,2020-10-28,-19.217391304347824,18.130434782608695,-46.0,-26.52173913043478,-21.304347826086957,4.782608695652174
8899,Punjab,2020-10-29,-20.0,14.434782608695652,-47.608695652173914,-28.17391304347826,-22.304347826086957,5.913043478260869
8900,Punjab,2020-10-30,-19.782608695652176,18.956521739130434,-45.82608695652174,-27.130434782608695,-22.217391304347824,6.521739130434782
8901,Punjab,2020-10-31,-23.08695652173913,13.782608695652174,-47.30434782608695,-30.17391304347826,-21.347826086956523,7.086956521739131
8902,Punjab,2020-11-01,-26.0,10.08695652173913,-46.17391304347826,-30.17391304347826,-10.652173913043478,6.086956521739131
8903,Punjab,2020-11-02,-12.0,29.608695652173914,-41.43478260869565,-22.391304347826086,-19.652173913043477,3.782608695652174
8904,Punjab,2020-11-03,-9.26086956521739,36.91304347826087,-40.73913043478261,-19.956521739130434,-22.82608695652174,3.739130434782609
8905,Punjab,2020-11-04,-20.956521739130434,14.173913043478262,-48.130434782608695,-30.17391304347826,-24.52173913043478,7.304347826086956
8906,Punjab,2020-11-05,-28.347826086956523,5.695652173913044,-50.869565217391305,-41.43478260869565,-24.91304347826087,8.304347826086957
8907,Punjab,2020-11-06,-21.73913043478261,18.130434782608695,-46.78260869565217,-28.652173913043477,-20.26086956521739,6.130434782608695
8908,Punjab,2020-11-07,-21.652173913043477,19.043478260869566,-47.34782608695652,-29.869565217391305,-13.347826086956522,5.913043478260869
8909,Punjab,2020-11-08,-27.434782608695652,10.391304347826088,-46.73913043478261,-33.56521739130435,-8.782608695652174,6.565217391304348
8910,Punjab,2020-11-09,-15.826086956521738,25.130434782608695,-41.608695652173914,-26.652173913043477,-18.695652173913043,4.043478260869565
8911,Punjab,2020-11-10,-15.304347826086957,27.73913043478261,-42.130434782608695,-25.782608695652176,-22.869565217391305,3.869565217391304
8912,Punjab,2020-11-11,-16.17391304347826,24.17391304347826,-44.130434782608695,-26.130434782608695,-20.608695652173914,5.043478260869565
8913,Punjab,2020-11-12,-11.130434782608695,31.434782608695652,-42.65217391304348,-24.304347826086957,-21.391304347826086,4.695652173913044
8914,Punjab,2020-11-13,-3.391304347826087,51.65217391304348,-38.21739130434783,-16.782608695652176,-22.652173913043477,4.956521739130435
8915,Punjab,2020-11-14,-15.0,33.34782608695652,-41.608695652173914,-27.695652173913043,-40.69565217391305,11.0
8916,Punjab,2020-11-15,-36.73913043478261,-5.739130434782608,-49.08695652173913,-38.52173913043478,-25.565217391304348,9.304347826086957
8917,Punjab,2020-11-16,-12.347826086956522,25.695652173913043,-37.08695652173913,-23.652173913043477,-26.652173913043477,3.0434782608695654
8918,Punjab,2020-11-17,-14.608695652173912,26.304347826086957,-40.0,-22.0,-24.043478260869566,2.391304347826087
8919,Punjab,2020-11-18,-18.043478260869566,18.304347826086957,-43.608695652173914,-24.652173913043477,-21.26086956521739,4.260869565217392
8920,Punjab,2020-11-19,-17.869565217391305,17.217391304347824,-43.65217391304348,-27.0,-21.52173913043478,4.913043478260869
8921,Punjab,2020-11-20,-18.52173913043478,19.956521739130434,-43.0,-27.434782608695652,-21.217391304347824,5.304347826086956
8922,Punjab,2020-11-21,-19.652173913043477,17.52173913043478,-43.17391304347826,-28.26086956521739,-14.652173913043478,4.434782608695652
